Expenses,Amount Spent
User Id : 42059,
Amazon Order - Paint Bushes,-4396.979
Guitar Center,-3981.8005
Ralph's Grocery Store,-1301.3298
Music Lessons - Piano,-4173.0303
Starbucks Coffee,-1395.1998
Water & Sewer,-954.0
Taxi,-2555.3699
FedEx Shipping,4.08
Lyft,-2160.8396
Amazon Order - Baby Crib,3.44
Home Depot,22.44
Ashley's Craft Store,-4412.7
Public Transportation - Bus Pass,-2238.31
Restaurant - Pizza,-1038.7198
Sprouts Market,-1183.77
Babies "R" Us,5.4
Wedding Planner,24.92
Uber,-2794.18
Southwest Flights - Cancun,5.26
Paycheck,48609.0
Housing Rent,-19467.0
Kay Jewelry,96.54
Hospital - Prenatal Care,34.23
Refrigerator Depot,32.57
Michael's Crafts,-3845.6196
Food Delivery - GrubHub,-2006.0797
Art's Art Supplies,-3839.62
Mark's Movers,84.0
Restaurant - Steakhouse,-1334.6798
Public Transportation - Train Pass,-2128.78
Hamilton Move & Storage,9.95
Whole Foods,-1055.83
Restaurant - Burgers,-1190.9401
Restaurant - Chinese,-1423.7699
BuyBuyBaby.com,30.26
Amazon Order - Paint Canvas,-4173.2007
Jerome's Furniture,8.76
Art Auction,-3529.3994
Painting Course Fees,-4459.77
Von's Groceries,-1214.29
Cancun Beach Resort,38.57

User Id : 98104,
Ralph's Grocery Store,-1235.12
Comfort Inn,29.31
NBA Ticket - Lakers,-4302.05
Starbucks Coffee,-1045.03
Taxi,-2335.1199
Lyft,-2269.03
Amazon Order - Baby Crib,22.42
Divorce Lawyer Fees,28.79
Dick's Sporting Goods,-4167.99
Public Transportation - Bus Pass,-2659.2402
Athletic Apparel,-3489.2903
Restaurant - Pizza,-1327.0098
Sprouts Market,-1120.4999
Babies "R" Us,4.59
Wedding Planner,37.29
Amazon Order - Athletic Equipment,-3472.2305
Uber,-2705.04
Southwest Flights - Cancun,34.47
Paycheck,33938.0
Housing Rent,-19132.0
Kay Jewelry,38.14
Hospital - Prenatal Care,28.85
Bike Rental,-3204.26
GNC,-4371.37
Vitamin Shoppe,-3986.8806
Food Delivery - GrubHub,-1366.8002
Restaurant - Steakhouse,-1483.1301
Public Transportation - Train Pass,-3580.9004
Whole Foods,-1528.23
Restaurant - Burgers,-1501.17
Restaurant - Chinese,-1191.3401
Total Gym Fees,-3985.5708
Navient - Student Loans,-3546.0
BuyBuyBaby.com,96.6
Gas & Electric,-576.0
NFL Ticket - Chargers,-3626.3394
Best Western Hotel,33.47
Sam's Sporting Apparel,-3340.5706
Von's Groceries,-1085.59
Cancun Beach Resort,11.77

User Id : 54454,
Credit Card Overdraft Fee,-1320.48
Ralph's Grocery Store,-1584.0701
Starbucks Coffee,-1440.17
Taxi,-2084.3496
FedEx Shipping,35.15
Housing Rent - Late Fee,-259.59998
Lyft,-2746.7908
Amazon Order - Baby Crib,8.19
Home Depot,12.39
Goods2 - ThinkGeek,-1743.8403
Public Transportation - Bus Pass,-2888.9004
Amazon Order - Biology Book,-2856.4802
Sprouts Market,-1274.22
Restaurant - Pizza,-1792.8301
Babies "R" Us,22.76
Wedding Planner,21.32
Uber,-2155.38
Time Warner Cable,-450.0
Southwest Flights - Cancun,12.55
Paycheck,24766.0
Housing Rent,-19085.0
Bank Fee - Negative Balance,-426.11002
Kay Jewelry,13.15
Hospital - Prenatal Care,21.58
Refrigerator Depot,10.05
DVD - Star Trek,-2130.78
Amazon Order - Star Wars Figurine,-2814.4502
Food Delivery - GrubHub,-1573.3405
Coffee,-2398.0693
Time Warne Cable - Late Payment Fee,-905.81006
Mark's Movers,24.41
Restaurant - Steakhouse,-1294.1501
Public Transportation - Train Pass,-2912.7598
Hamilton Move & Storage,39.11
Science Museum,-2601.8599
Whole Foods,-1118.7802
Art Museum,-2938.5105
Mary's Book Store,-1861.0402
Restaurant - Burgers,-1690.91
Amazon Order - Science Book,-3162.3203
Restaurant - Chinese,-1368.1001
Water & Sewer - Late Payment Penalty,-646.73
BuyBuyBaby.com,2.73
Gas & Electric,-576.0
ACS - Student Loans,-2430.0
Video Game - PlayStation,-3281.66
Jerome's Furniture,39.41
Amazon Order - Mathematics Book,-2421.25
Online Education Courses,-1964.4402
San Diego Museum,-2647.9202
Von's Groceries,-1082.27
Library Membership,-2540.84
Cancun Beach Resort,79.44

